date,place,race_id,horse_name,jockey,trainer,odds,pred_prob,ev,rank,race_laps,weather,surface,distance
2025-03-08,9,202509010308,プロテア,秋山稔樹,[西]宮本博,28.9,0.1300907568090606,3.759622871781851,1,12.3 - 23.5 - 35.4 - 47.6 - 59.8 - 72.8 (35.4-37.4),曇,ダ,1200.0
2025-03-08,55,202555030803,ピークカラー,木之前葵,[地]北村欣也,5.0,0.8091842048024876,4.045921024012438,1,,晴,ダ,1400.0
2025-03-01,6,202506020109,エーオーキング,田辺裕信,[東]久保田貴,69.0,0.0903819839854306,6.236356894994711,1,12.6 - 23.5 - 36.0 - 49.1 - 62.9 - 76.3 - 89.3 - 101.8 - 114.1 - 125.4 - 136.5 (36.0-34.7),晴,芝,2200.0
2025-03-01,9,202509010111,ルクスフロンティア,武豊,[西]松永幹夫,31.0,0.1194644914467369,3.703399234848844,1,12.6 - 24.1 - 35.8 - 48.5 - 61.3 - 73.7 - 85.9 - 98.5 - 111.3 - 124.5 (35.8-38.6),晴,ダ,2000.0
2025-03-01,10,202510011105,ワールドスケール,黒岩悠,[西]村山明,56.4,0.0735836924583038,4.150120254648335,1,,曇,障,2860.0
2025-02-23,5,202505010808,フライングブレード,浜中俊,[西]飯田祐史,39.2,0.1004581664921488,3.937960126492233,1,12.7 - 23.4 - 34.7 - 46.6 - 57.8 - 69.5 - 81.3 (34.7-34.7),晴,芝,1400.0
2025-02-16,5,202505010610,ロードエクレール,横山武史,[東]斎藤誠,34.9,0.1145573213761819,3.998050516028748,1,12.6 - 23.9 - 35.7 - 47.6 - 59.2 - 71.1 - 83.9 (35.7-36.3),曇,ダ,1400.0
2025-02-16,8,202508010605,オデット,吉村誠之,[西]緒方努,156.3,0.0521733296244847,8.154691420306959,1,12.6 - 23.6 - 36.4 - 49.8 - 62.6 - 75.6 - 88.0 - 99.7 - 112.1 - 124.4 (36.4-36.4),曇,芝,2000.0
2025-02-16,10,202510010804,ナイトスピアー,大江原圭,[東]小野次郎,97.5,0.0679657205971714,6.626657758224212,1,,曇,障,2860.0
2025-02-16,8,202508010610,コンティノアール,西村淳也,[西]矢作芳人,38.7,0.1737997977311571,6.72605217219578,1,12.2 - 23.6 - 36.3 - 49.0 - 61.7 - 74.2 - 86.4 - 98.7 - 111.7 (36.3-37.5),曇,ダ,1800.0
2025-02-15,8,202508010501,ハヤテノツバサ,吉村誠之,[西]杉山佳明,14.0,0.3008154602574572,4.211416443604401,1,12.7 - 24.0 - 35.8 - 47.9 - 60.1 - 72.8 (35.8-37.0),晴,ダ,1200.0
2025-02-10,48,202548021009,アナンクス,山田祥雄,[地]地辺幸一,26.0,0.4059976286218992,10.555938344169379,1,,晴,ダ,1500.0
2025-02-10,48,202548021008,タマモルピナス,加藤聡一,[地]原口次夫,13.9,0.2913692583953359,4.050032691695169,1,,晴,ダ,1500.0
2025-02-10,48,202548021001,オッフェンバック,友森翔太,[地]安部幸夫,6.6,0.6600568369671864,4.3563751239834305,1,,晴,ダ,1500.0
2025-02-10,48,202548021002,グランノーヴ,友森翔太,[地]坂口義幸,7.6,0.5167197194294776,3.9270698676640294,1,,晴,ダ,1500.0
2025-02-10,48,202548021007,ノーマンズランド,宮下瞳,[地]井手上慎,14.5,0.4766489120735832,6.911409225066956,1,,晴,ダ,1500.0
2025-02-09,10,202510010609,ドゥアムール,藤岡佑介,[西]中竹和也,16.1,0.265745317160473,4.278499606283615,1,12.0 - 22.9 - 34.4 - 46.2 - 58.0 - 70.0 (34.4-35.6),晴,芝,1200.0
2025-02-09,10,202510010604,クラウンセト,草野太郎,[東]本間忍,9.0,0.3848713218340338,3.463841896506304,1,,晴,障,2860.0
2025-02-08,45,202545020812,マルゼンスキーツー,吉原寛人,[地]今井輝和,20.1,0.3126854219292865,6.2849769807786595,1,12.8 - 24.7 - 38.9 - 51.6 - 65.4 - 79.4 - 93.2 (38.9-41.6),晴,ダ,1400.0
2025-02-08,45,202545020803,ジュウニントイロ,町田直希,[地]平田正一,40.7,0.2583351283084072,10.514239722152174,1,12.7 - 25.4 - 39.0 - 51.2 - 64.7 - 78.8 - 92.7 (39.0-41.5),晴,ダ,1400.0
2025-02-02,8,202508010207,メイショウトム,高杉吏麒,[西]河内洋,76.1,0.0632427217505626,4.812771125217814,1,12.5 - 24.4 - 38.0 - 50.7 - 63.1 - 75.3 - 88.1 - 101.0 - 114.3 (38.0-39.0),曇,ダ,1800.0
2025-02-02,10,202510010401,ローズマイスター,佐々木大,[東]黒岩陽一,12.7,0.3395658725896961,4.31248658188914,1,7.1 - 17.7 - 29.3 - 42.0 - 54.4 - 66.7 - 79.3 - 92.4 - 105.2 (29.3-38.5),曇,ダ,1700.0
2025-02-01,5,202505010112,ショウナンラピダス,三浦皇成,[東]国枝栄,52.4,0.1358909308775941,7.120684777985931,1,12.6 - 23.8 - 36.2 - 48.2 - 60.4 - 72.6 - 83.9 - 95.2 - 106.7 (36.2-34.1),曇,芝,1800.0
2025-02-01,10,202510010305,トーアモルペウス,石神深一,[東]辻哲英,26.2,0.4144302929505031,10.858073675303181,1,,雨,障,2860.0
2025-01-26,7,202507010904,イサナ,松山弘平,[西]橋口慎介,21.9,0.1473035961253101,3.225948755144291,1,12.8 - 24.2 - 37.2 - 49.8 - 62.7 - 75.8 - 88.9 - 100.9 - 113.2 (37.2-37.4),晴,ダ,1800.0
2025-01-25,10,202510010108,レシプロシティ,丹内祐次,[東]田村康仁,8.1,0.6031416795903948,4.885447604682198,1,7.1 - 18.0 - 30.6 - 43.7 - 56.0 - 67.9 - 80.2 - 92.8 - 105.0 (30.6-37.1),晴,ダ,1700.0
2025-01-25,6,202506010803,ポップグルーヴ,佐藤翔馬,[東]小手川準,36.6,0.0981541566311648,3.5924421327006315,1,12.1 - 23.2 - 35.0 - 47.3 - 59.9 - 73.0 (35.0-38.0),曇,ダ,1200.0
2025-01-19,54,202554011904,マイネルシトラス,永森大智,[地]打越勇児,5.8,0.5365352463384419,3.1119044287629625,1,,曇,ダ,1400.0
2025-01-19,6,202506010710,ジャスパーゴールド,横山和生,[西]森秀行,195.1,0.0549810065100196,10.726794370104823,1,11.9 - 22.3 - 33.3 - 45.1 - 57.4 - 70.2 (33.3-36.9),曇,ダ,1200.0
2025-01-18,55,202555011812,バルサステソーロ,飛田愛斗,[地]三小田幸,13.0,0.7376991452248444,9.590088887922978,1,,晴,ダ,900.0
2025-01-18,6,202506010605,シェーンシュティア,三浦皇成,[東]林徹,30.8,0.2230279760629889,6.869261662740058,1,12.5 - 23.4 - 36.1 - 48.4 - 60.7 - 72.6 - 84.8 - 96.7 - 108.3 - 120.2 (36.1-35.4),晴,芝,2000.0
2025-01-18,55,202555011811,サトミノエガオ,川島拓,[地]土井道隆,16.4,0.5038918697438588,8.263826663799284,1,,晴,ダ,900.0
2025-01-13,44,202544011304,シャラク,安藤洋一,[地]佐宗応和,7.3,0.4671640083180121,3.4102972607214883,1,13.1 - 25.7 - 38.8 - 51.4 - 63.9 - 77.3 - 90.8 - 104.8 (38.8-40.9),晴,ダ,1600.0
2025-01-13,44,202544011311,リコールガー,今野忠成,[地]荒山勝徳,31.8,0.5009355665528312,15.929751016380033,1,13.0 - 24.8 - 36.4 - 48.5 - 61.0 - 72.9 - 86.0 (36.4-37.5),晴,ダ,1400.0
2025-01-13,6,202506010504,フォージドブリック,大江原圭,[東]西田雄一,104.1,0.2409747869089257,25.085475317219164,1,,晴,障,2880.0
2025-01-13,7,202507010512,ロードトレイル,高杉吏麒,[西]藤岡健一,23.2,0.1818809282501111,4.219637535402577,1,12.3 - 23.1 - 34.6 - 46.3 - 57.8 - 70.1 (34.6-35.5),晴,芝,1200.0
2025-01-13,44,202544011310,スナイプフレイバー,和田譲治,[地]坂井英光,7.9,0.4895212866366109,3.867218164429226,1,12.4 - 23.5 - 35.5 - 47.9 - 59.8 - 72.9 (35.5-37.4),晴,ダ,1200.0
2025-01-12,7,202507010406,レーゼドラマ,西村淳也,[西]辻野泰之,58.9,0.1228080721228395,7.233395448035247,1,12.9 - 23.5 - 35.7 - 47.9 - 60.0 - 72.1 - 84.7 - 97.2 - 109.4 - 121.6 (35.7-36.9),曇,芝,2000.0
2025-01-12,7,202507010403,ヴェントインコーダ,藤岡佑介,[西]角田晃一,24.2,0.1598104767280359,3.8674135368184683,1,12.7 - 23.4 - 35.2 - 47.5 - 59.8 - 72.9 (35.2-37.7),曇,ダ,1200.0
2025-01-12,7,202507010407,マテンロウコマンド,松山弘平,[西]長谷川浩,36.0,0.152852215520295,5.502679758730619,1,12.4 - 23.5 - 35.0 - 47.2 - 59.6 - 71.4 - 84.1 (35.0-36.9),曇,ダ,1400.0
2025-01-12,6,202506010403,クラウンウルル,佐々木大,[東]菊川正達,32.5,0.1105025473539349,3.5913327890028843,1,12.0 - 23.0 - 34.9 - 47.6 - 60.2 - 73.1 (34.9-38.2),曇,ダ,1200.0
2025-01-11,7,202507010301,エンマ,藤岡佑介,[西]武英智,9.9,0.366888251046812,3.632193685363439,1,12.9 - 23.6 - 36.2 - 49.5 - 62.3 - 74.9 - 88.0 - 100.9 - 113.8 (36.2-38.9),晴,ダ,1800.0
2025-01-06,7,202507010204,ドンインザムード,松山弘平,[西]今野貞一,55.7,0.0862070066844085,4.801730272321554,1,13.0 - 24.0 - 36.8 - 49.2 - 61.6 - 74.5 - 86.8 - 100.0 - 113.3 (36.8-38.8),曇,ダ,1800.0
2025-01-06,6,202506010206,マイネルゼウス,津村明秀,[東]奥村武,48.9,0.071156820690119,3.479568531746819,1,12.4 - 24.1 - 37.1 - 49.8 - 62.4 - 74.9 - 87.2 - 99.2 - 111.2 - 122.7 (37.1-35.5),曇,芝,2000.0
2025-01-06,48,202548010603,オイデメセ,木之前葵,[地]植松則幸,35.1,0.1170214823225512,4.107454029521548,1,,雨,ダ,920.0
2025-01-06,48,202548010604,メードス,丸野勝虎,[地]角田輝也,5.5,0.747916473604547,4.113540604825009,1,,雨,ダ,1500.0
2025-01-05,54,202554010510,マンタロウ,岡村卓弥,[地]川野勇馬,20.3,0.3975178832568767,8.069613030114597,1,,晴,ダ,1300.0
2024-12-28,8,202408070907,ショウナンガチ,Ｍ．デム,[西]須貝尚介,16.3,0.1877672548089721,3.0606062533862453,1,12.8 - 23.6 - 35.3 - 47.9 - 60.7 - 72.8 - 84.4 - 95.8 - 107.6 (35.3-34.8),晴,芝,1800.0
2024-12-28,6,202406050908,サンレイマリー,佐々木大,[東]伊藤圭三,19.1,0.1805147785549618,3.447832270399771,1,11.8 - 22.8 - 34.7 - 47.2 - 59.5 - 72.5 (34.7-37.8),晴,ダ,1200.0
2024-12-28,36,202436122811,サンエイキャノン,村上忍,[地]佐藤浩一,27.0,0.5657387627467735,15.274946594162884,1,,曇,ダ,1400.0
2024-12-28,6,202406050906,ドルンレースツェン,池添謙一,[東]小西一男,63.2,0.0499774924111411,3.1585775203841178,1,12.4 - 23.3 - 35.0 - 47.8 - 61.1 - 74.1 (35.0-39.1),晴,ダ,1200.0
2024-12-28,36,202436122807,マナホクラニ,桑村真明,[地]佐藤雅彦,21.5,0.3092605916006732,6.649102719414474,1,,曇,ダ,1400.0
2024-12-22,8,202408070805,マテンロウジョイ,西谷誠,[西]四位洋文,12.3,0.2883847619528831,3.547132572020462,1,,曇,障,2910.0
2024-12-22,36,202436122204,コミックガール,佐々木志,[地]佐藤祐司,13.5,0.5368525486692608,7.247509407035021,1,,晴,ダ,850.0
2024-12-22,36,202436122210,デルマアシュラ,山本聡哉,[地]菅原勲,6.2,0.7197283237842781,4.462315607462524,1,,雪,ダ,1600.0
2024-12-21,8,202408070705,フランクスピード,Ｃ．デム,[西]高野友和,17.4,0.2142356336867016,3.7277000261486073,1,12.6 - 23.4 - 34.8 - 47.2 - 59.6 - 72.0 - 83.6 - 95.5 (34.8-35.9),曇,芝,1600.0
2024-12-21,6,202406050702,コンアフェット,石川裕紀,[東]斎藤誠,45.4,0.1289901552062462,5.856153046363578,1,12.9 - 24.2 - 37.5 - 51.2 - 64.3 - 77.0 - 89.9 - 103.0 - 115.8 (37.5-38.8),晴,ダ,1800.0
2024-12-21,54,202454122111,インフォーカス,濱尚美,[地]那俄性哲,10.4,0.4098764811767785,4.262715404238497,1,,晴,ダ,1300.0
2024-12-15,8,202408070605,ノクナレア,松山弘平,[西]今野貞一,39.8,0.0809700460201863,3.2226078316034146,1,13.2 - 24.9 - 37.5 - 50.6 - 63.0 - 74.8 - 86.3 - 97.6 (37.5-34.6),晴,芝,1600.0
2024-12-15,7,202407040612,デイトナモード,ドイル,[西]千田輝彦,97.3,0.0495867162139412,4.8247874876164785,1,12.2 - 22.8 - 34.1 - 45.3 - 57.0 - 69.0 (34.1-34.9),晴,芝,1200.0
2024-12-15,8,202408070603,サマーナイト,Ｃ．デム,[西]寺島良,9.4,0.3357310579347782,3.1558719445869152,1,12.6 - 24.1 - 37.2 - 50.1 - 63.7 - 77.4 - 90.0 - 102.4 - 115.1 (37.2-37.7),晴,ダ,1800.0
2024-12-14,6,202406050510,ルクスビッグスター,ムーア,[西]清水久詞,38.0,0.0959525433736556,3.6461966481989125,1,13.0 - 24.2 - 35.1 - 46.0 - 57.4 - 69.3 - 82.0 - 94.6 - 107.4 (35.1-38.1),晴,芝,1800.0
2024-12-07,6,202406050308,エッグスラット,石橋脩,[東]矢野英一,42.2,0.3336507870921517,14.080063215288801,1,12.9 - 24.9 - 38.3 - 51.8 - 63.9 - 76.0 - 88.5 - 101.1 - 113.8 (38.3-37.8),晴,ダ,1800.0
2024-11-30,6,202406050104,アースソーナー,長浜鴻緒,[東]根本康広,183.4,0.0379658487594246,6.962936662478472,1,12.7 - 24.3 - 36.8 - 50.0 - 63.0 - 76.2 - 89.3 - 101.6 - 114.7 (36.8-38.5),晴,ダ,1800.0
2024-11-30,7,202407040112,サダムオプシス,永島まな,[西]平田修,37.3,0.1124507650878903,4.194413537778308,1,12.8 - 24.0 - 37.0 - 49.9 - 62.6 - 74.7 - 86.6 - 98.2 - 109.4 - 120.8 (37.0-34.2),晴,芝,2000.0
2024-11-23,8,202408060707,ヘルメース,吉村誠之,[東]伊藤圭三,18.1,0.1766758463392163,3.197832818739815,1,12.3 - 23.4 - 35.6 - 47.9 - 60.1 - 72.5 (35.6-36.9),曇,ダ,1200.0
2024-11-17,3,202403030604,パープルアドミラル,上野翔,[東]堀内岳志,27.2,0.2727665867095401,7.419251158499491,1,,晴,障,2770.0
2024-11-17,8,202408060603,キスアンドクライ,松山弘平,[西]橋口慎介,66.0,0.1105846273081357,7.298585402336957,1,12.6 - 23.2 - 34.7 - 47.2 - 59.6 - 71.3 - 82.9 - 94.6 (34.7-35.0),曇,芝,1600.0
2024-11-17,5,202405050602,ロートホルン,三浦皇成,[東]加藤征弘,29.8,0.1369776813787123,4.081934905085626,1,12.7 - 23.6 - 35.3 - 47.2 - 59.3 - 71.4 - 82.7 - 94.3 - 105.9 (35.3-34.5),晴,芝,1800.0
2024-11-16,8,202408060511,デシエルト,岩田康誠,[西]安田翔伍,28.6,0.1262508255801241,3.6107736115915494,1,12.7 - 24.0 - 35.9 - 48.0 - 59.8 - 71.9 - 83.3 - 94.8 - 106.4 - 118.6 (35.9-35.3),曇,芝,2000.0
2024-11-16,5,202405050512,ナファロア,角田大和,[東]菊沢隆徳,221.9,0.0187308552379059,4.156376777291319,1,12.7 - 23.9 - 35.8 - 47.8 - 59.9 - 71.5 - 82.6 - 94.1 (35.8-34.2),曇,芝,1600.0
2024-11-03,8,202408060212,ビップジーニー,古川吉洋,[西]松下武士,137.9,0.0335042519358963,4.6202363419601,1,12.0 - 22.8 - 34.2 - 46.0 - 57.7 - 69.3 - 81.4 - 93.6 (34.2-35.9),晴,芝,1600.0
2024-10-19,4,202404040504,ハーツシンフォニー,石神深一,[東]辻哲英,16.4,0.509011655583625,8.34779115157145,1,,曇,障,3250.0
2024-10-19,8,202408050504,ビーコ,長岡禎仁,[東]竹内正洋,149.0,0.1432121728415656,21.338613753393272,1,12.3 - 23.5 - 37.0 - 49.7 - 63.2 - 76.3 - 89.3 - 102.5 - 116.0 (37.0-39.7),雨,ダ,1800.0
2024-10-14,4,202404040402,サンナイアガラ,松本大輝,[西]宮本博,31.4,0.1444714456832475,4.536403394453971,1,12.3 - 22.9 - 34.0 - 45.8 - 58.2 - 70.1 - 82.5 (34.0-36.7),晴,芝,1400.0
2024-10-14,5,202405040404,ベンヌ,田辺裕信,[東]久保田貴,9.5,0.3229666895897529,3.0681835511026523,1,12.5 - 23.4 - 35.1 - 47.5 - 60.2 - 72.0 - 84.4 (35.1-36.9),晴,ダ,1400.0
2024-10-13,35,202435101305,カミノケンシン,村上忍,[地]村上実,4.3,0.7753630120277949,3.334060951719518,1,,晴,ダ,1200.0
2024-10-12,55,202455101204,ダノンカオス,倉富隆一,[地]中川竜馬,176.2,0.7306112707459921,128.7337059054438,1,,晴,ダ,1300.0
2024-10-12,8,202408050301,トゥインクルアップ,鮫島克駿,[西]杉山佳明,20.5,0.2816994318360013,5.774838352638027,1,12.4 - 24.2 - 36.1 - 48.1 - 60.4 - 73.4 (36.1-37.3),晴,ダ,1200.0
2024-10-06,4,202404040201,ブラックトルネード,長浜鴻緒,[東]佐藤吉勝,27.7,0.1112569594769884,3.0818177775125783,1,11.7 - 23.0 - 34.7 - 46.7 - 58.7 - 71.9 (34.7-37.2),晴,ダ,1200.0
2024-10-05,4,202404040101,パーリーブラック,草野太郎,[東]伊坂重信,39.6,0.108424992169727,4.293629689921189,1,,曇,障,3250.0
2024-10-05,4,202404040103,ルソレイユ,亀田温心,[西]北出成人,30.3,0.1038796732996377,3.1475541009790224,1,11.9 - 22.7 - 34.1 - 46.6 - 58.7 - 71.6 (34.1-37.5),曇,ダ,1200.0
2024-09-29,36,202436092909,マリリン,岩本怜,[地]千葉幸喜,14.0,0.7280666203894002,10.192932685451602,1,,晴,ダ,1400.0
2024-09-29,36,202436092911,ウインディ,菅原辰徳,[地]千葉幸喜,18.3,0.2545695566556938,4.658622886799197,1,,晴,ダ,1400.0
2024-09-29,36,202436092908,シュリーデービー,山本聡哉,[地]櫻田康二,9.5,0.6810594127380827,6.470064421011785,1,,晴,ダ,850.0
2024-09-28,7,202407030801,ドンパッショーネ,池添謙一,[西]斉藤崇史,6.7,0.4548574070800188,3.047544627436126,1,12.3 - 23.2 - 34.5 - 46.6 - 58.8 - 71.7 (34.5-37.2),曇,ダ,1200.0
2024-09-28,54,202454092806,ヴィナクローナ,山崎雅由,[地]田中譲二,5.2,0.7280666203894002,3.785946426024881,1,,曇,ダ,1300.0
2024-09-22,7,202407030701,タイセイスラッガー,伴啓太,[東]古賀慎明,30.1,0.2863287189495425,8.618494440381228,1,,曇,障,3000.0
2024-09-21,6,202406040608,スマイルスルー,高田潤,[西]斉藤崇史,8.7,0.463178703704608,4.029654722230089,1,,曇,障,3210.0
2024-09-16,36,202436091608,ベルセブンティーン,小林凌,[地]飯田弘道,6.5,0.61317966885306,3.9856678475448897,1,,曇,ダ,850.0
2024-09-16,6,202406040504,ニシノイストワール,三浦皇成,[東]鹿戸雄一,11.0,0.2757188443224057,3.0329072875464624,1,12.8 - 25.3 - 37.6 - 49.9 - 62.1 - 74.1 - 85.9 - 97.5 - 109.1 (37.6-35.0),曇,芝,1800.0
2024-09-15,6,202406040407,マーシヴィガラス,丹内祐次,[東]的場均,49.4,0.0711119456079858,3.512930113034498,1,11.9 - 23.1 - 35.0 - 47.5 - 59.9 - 72.1 (35.0-37.1),晴,ダ,1200.0
2024-09-15,6,202406040410,ギャラクシーナイト,菊沢一樹,[東]菊沢隆徳,160.6,0.0912242867555784,14.650620452945889,1,12.5 - 24.0 - 35.8 - 47.5 - 59.0 - 71.0 - 82.6 - 94.0 - 105.5 (35.8-34.5),晴,芝,1800.0
2024-09-15,36,202436091509,ハシュマル,塚本涼人,[地]小林義明,19.2,0.2361282145986411,4.533661720293909,1,,曇,ダ,1600.0
2024-09-14,6,202406040303,コムーネ,石神深道,[東]奥平雅士,38.6,0.1242626310182257,4.7965375573035125,1,12.1 - 22.7 - 34.0 - 45.5 - 56.8 - 68.4 (34.0-34.4),晴,芝,1200.0
2024-09-14,55,202455091406,ラジェルブ,竹吉徹,[地]山田義人,61.5,0.5208227133117742,32.03059686867412,1,,曇,ダ,1300.0
2024-09-08,36,202436090803,マグナムハート,村上忍,[地]板垣吉則,4.7,0.8805732328416278,4.138694194355651,1,,晴,ダ,1300.0
2024-09-08,36,202436090807,カマラードマリー,塚本涼人,[地]酒井仁,14.8,0.4239036884278243,6.2737745887318,1,,晴,ダ,850.0
2024-09-07,6,202406040108,ウンガイソウテン,横山武史,[東]田村康仁,10.2,0.3042751468059995,3.1036064974211945,1,12.5 - 23.9 - 36.7 - 49.7 - 62.2 - 74.5 - 87.0 - 99.7 - 112.6 (36.7-38.1),晴,ダ,1800.0
2024-09-07,7,202407030105,タイセイカレント,西村淳也,[西]矢作芳人,13.2,0.2395954145106893,3.1626594715410987,1,13.4 - 25.3 - 37.8 - 50.1 - 62.6 - 74.3 - 85.2 - 96.5 (37.8-33.9),晴,芝,1600.0
2024-09-07,46,202446090703,エコログレイト,中島龍也,[地]鋤田誠二,44.2,0.4827426215055456,21.337223870545117,1,,晴,ダ,1400.0
2024-09-01,4,202404030808,ノーブルラン,石田拓郎,[東]尾形和幸,79.2,0.038115990023619,3.018786409870625,1,12.8 - 23.9 - 36.5 - 49.6 - 62.2 - 75.0 - 87.7 - 99.8 - 112.9 (36.5-37.9),晴,ダ,1800.0
2024-08-31,1,202401020709,クラヴィコード,横山武史,[西]中村直也,17.3,0.2273854401682216,3.933768114910234,1,6.8 - 18.2 - 30.6 - 43.2 - 55.4 - 67.5 - 79.4 - 91.2 - 103.6 (30.6-36.1),曇,ダ,1700.0
2024-08-25,4,202404030602,ウヌボレヤサン,藤田菜七,[東]本間忍,103.6,0.0515779587300874,5.343476524437055,1,12.9 - 24.2 - 36.9 - 50.3 - 63.2 - 76.1 - 89.0 - 101.5 - 114.6 (36.9-38.5),曇,ダ,1800.0
2024-08-25,1,202401020603,サベージラヴ,小林勝太,[東]伊藤圭三,67.5,0.0941144244869909,6.352723652871886,1,12.6 - 23.4 - 34.8 - 46.5 - 58.7 (34.8-35.3),晴,ダ,1000.0
2024-08-24,7,202407020506,ボックスオフィス,和田竜二,[西]吉村圭司,172.6,0.0453540391482654,7.828107156990607,1,13.3 - 24.6 - 38.4 - 50.9 - 63.0 - 75.6 - 88.6 - 101.2 - 114.4 (38.4-38.8),晴,ダ,1800.0
2024-08-24,7,202407020505,ショウナンラフィネ,鮫島克駿,[西]高野友和,60.4,0.1309513263481358,7.909460111427403,1,13.0 - 24.4 - 36.4 - 48.5 - 60.6 - 72.3 - 83.6 - 95.1 (36.4-34.5),晴,芝,1600.0
2024-08-18,4,202404030405,パッションリッチ,菅原明良,[東]久保田貴,24.5,0.1538871331971683,3.770234763330623,1,13.0 - 24.6 - 36.9 - 49.7 - 62.5 - 75.0 - 86.6 - 97.9 - 109.5 (36.9-34.5),晴,芝,1800.0
2024-08-18,1,202401020409,リフレクトザムーン,小林勝太,[東]尾形和幸,35.8,0.1237259199908006,4.429387935670661,1,6.8 - 18.1 - 30.4 - 42.9 - 55.2 - 67.7 - 80.2 - 92.8 - 106.2 (30.4-38.5),晴,ダ,1700.0
2024-08-17,4,202404030301,シャンドゥレール,伴啓太,[東]国枝栄,22.6,0.332963790811664,7.524981672343607,1,,晴,障,2850.0
2024-08-11,1,202401020210,パトリックハンサム,丹内祐次,[東]菊沢隆徳,123.5,0.0269656156604266,3.330253534062685,1,12.8 - 23.9 - 35.6 - 47.8 - 59.8 - 71.7 - 83.2 - 94.9 - 107.0 - 119.6 (35.6-36.4),晴,芝,2000.0
2024-08-10,7,202407020102,アーデルリーベ,幸英明,[西]斉藤崇史,6.9,0.4506455340559463,3.1094541849860295,1,12.1 - 22.6 - 34.3 - 46.7 - 59.1 - 72.2 (34.3-37.9),晴,ダ,1200.0
2024-08-04,1,202401010603,スプリングデイ,黛弘人,[東]伊藤大士,23.5,0.1505206140111289,3.537234429261529,1,12.2 - 22.9 - 34.3 - 46.1 - 57.9 - 70.1 (34.3-35.8),曇,芝,1200.0
2024-08-04,1,202401010604,ソルアマゾン,石川倭,[西]小栗実,43.5,0.258764130071863,11.25623965812604,1,7.1 - 17.9 - 30.4 - 42.7 - 55.0 - 67.4 - 80.3 - 93.6 - 107.5 (30.4-40.1),曇,ダ,1700.0
2024-08-03,54,202454080302,ジャガーノート,畑中信司,[地]別府真司,14.7,0.2531351590347635,3.721086837811024,1,,晴,ダ,1300.0
2024-08-03,54,202454080312,ノーブルシェイド,濱尚美,[地]那俄性哲,22.2,0.1756675673838679,3.8998199959218676,1,,晴,ダ,1300.0
2024-08-03,4,202404020305,サダムオプシス,藤懸貴志,[西]平田修,103.6,0.0420245433361975,4.35374268963006,1,12.3 - 22.7 - 34.1 - 46.5 - 59.0 - 71.3 - 84.1 - 96.3 - 107.7 - 119.8 (34.1-35.7),晴,芝,2000.0
2024-08-03,4,202404020310,ハッピーデービー,大江原比,[東]鈴木伸尋,55.0,0.1031131609193728,5.671223850565504,1,12.0 - 22.4 - 33.4 - 45.5 - 56.9 - 68.5 (33.4-35.1),晴,芝,1200.0
2024-07-28,46,202446072809,カレイジャス,中島龍也,[地]藤田弘治,5.1,0.709149445329285,3.6166621711793536,1,,曇,ダ,1500.0
2024-07-28,46,202446072802,ロジシップ,栗原大河,[地]野田幸雄,7.8,0.6079739621643874,4.7421969048822215,1,,曇,ダ,1400.0
2024-07-28,46,202446072805,シュネルン,池田敦,[地]高橋俊之,24.6,0.1273829360111011,3.133620225873087,1,,曇,ダ,1400.0
2024-07-28,46,202446072808,サウスシーパール,栗原大河,[地]菅原欣也,10.8,0.5107843958257414,5.516471474918008,1,,曇,ダ,1400.0
2024-07-27,54,202454072707,スリールサンセール,城野慈尚,[地]工藤真司,29.5,0.5183544752211772,15.291457019024726,1,,晴,ダ,1600.0
2024-07-27,1,202401010304,ダイタジャスティス,小林勝太,[東]小野次郎,104.6,0.0990902948801224,10.364844844460803,1,7.0 - 17.7 - 29.7 - 42.3 - 55.0 - 67.6 - 80.5 - 93.3 - 106.7 (29.7-39.1),曇,ダ,1700.0
2024-07-27,4,202404020108,ダノンピレネー,松若風馬,[西]高柳大輔,37.0,0.0813869061620167,3.011315527994618,1,12.8 - 23.9 - 36.6 - 49.7 - 62.3 - 74.6 - 87.6 - 99.4 - 111.9 (36.6-37.3),曇,ダ,1800.0
2024-07-20,3,202403020708,ノーブルマルシェ,木幡巧也,[東]久保田貴,121.7,0.0362987717357835,4.417560520244852,1,7.1 - 17.8 - 29.5 - 41.9 - 54.4 - 67.1 - 80.1 - 93.5 - 106.5 (29.5-39.4),曇,ダ,1700.0
2024-07-20,1,202401010109,ミヤビブレイブ,横山和生,[東]小島茂之,17.1,0.2441912702471906,4.175670721226959,1,12.4 - 24.0 - 36.5 - 48.8 - 60.3 - 72.0 - 83.6 - 95.2 - 107.4 (36.5-35.4),晴,芝,1800.0
2024-07-14,10,202410030605,トップオンザヒル,田口貫太,[西]岡田稲男,26.9,0.148921029825499,4.005975702305923,1,13.2 - 25.2 - 37.3 - 50.5 - 63.6 - 76.1 - 88.7 - 101.4 - 114.3 - 127.1 (37.3-38.4),雨,芝,2000.0
2024-07-14,2,202402011210,レッドラグラス,藤岡佑介,[西]中内田充,9.1,0.3729514259739022,3.3938579763625096,1,7.1 - 17.8 - 29.2 - 41.7 - 54.4 - 66.8 - 79.6 - 92.4 - 105.4 (29.2-38.6),晴,ダ,1700.0
